category,terms,id,unknown,id2,tweetid,guid,link,author,title,description,pubdate,source,favoritecount,retweetcount,lang,quotedtext,tweettype,inreplytoscreenname,inreplytouserid,inreplytostatusid,retweetedscreenname,retweeteduserid,retweetedstatusid,userid,profileimageurl,userstatusescount,userfriendscount,userfollowerscount,usercreatedat,userbio,userlocation,userverified,sentiment
positif,"dukung,tetap",149,148,87432,1.36E+18,https://twitter.com/seruanhl/statuses/1355671580861325313,https://twitter.com/seruanhl/statuses/1355671580861325313,seruanhl,,"Dukung dan sukseskan upaya pemerintah dalam penanganan pandemi COVID-19...   Lakukan vaksinasi, tetap disiplin Prokes 5M dan 3T ??  Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/SY0APs4fjP",1/30/2021 19:17,Twitter for Android,0,7,in,,retweet,,0,0,RETHA_Monicaa,1.23E+18,1.36E+18,1.17E+18,https://pbs.twimg.com/profile_images/1329810329241485314/DwD9YO2d_normal.jpg,116002,13250,19845,9/18/2019 7:41,#JalinPersatuan || DIKELOLA DUA ADMIN || #IndonesiaMaju,Indonesia,,1
,,150,149,55734,1.35E+18,https://twitter.com/inazputr3/statuses/1354678162198732801,https://twitter.com/inazputr3/statuses/1354678162198732801,inazputr3,stop covid dengan vaksinasi #VaksinasiUntukIndonesiaSehat https://t.co/PlcJ4KbUM6,stop covid dengan vaksinasi #VaksinasiUntukIndonesiaSehat https://t.co/PlcJ4KbUM6,1/28/2021 1:30,Twitter Web App,0,0,in,,original,,0,0,,0,0,1.31E+18,https://pbs.twimg.com/profile_images/1310866455588605952/DEeLcct7_normal.jpg,706,89,186,9/29/2020 4:56,Aku Inaz aku ???? ????,Padalarang,,1
"negatif,positif","berbahaya,dukung,keras,segera,virus",151,150,50009,1.35E+18,https://twitter.com/Virgin_97/statuses/1354586251869921281,https://twitter.com/Virgin_97/statuses/1354586251869921281,Virgin_97,,Mari dukung upaya keras Pemerintah dalam program Vaksinasi masal. Agar Negeri ini dapat segera terbebas dari Virus Covid 19. Fix Vaksin Tak Berbahaya #BaladaCintaRijikFirzaHots https://t.co/oz5eaHndlM,1/27/2021 19:25,Twitter for Android,0,7,in,,retweet,,0,0,LgVeder,1.19E+18,1.35E+18,1.31E+18,https://pbs.twimg.com/profile_images/1344295969127428101/lgSfDDDx_normal.jpg,12559,884,1241,10/2/2020 6:35,#NKRIHargaMati,Indonesia,,1
"negatif,positif","kewajiban,memenuhi,terima,terkena",152,151,76620,1.36E+18,https://twitter.com/TriNurArifin0/statuses/1355368317817479168,https://twitter.com/TriNurArifin0/statuses/1355368317817479168,TriNurArifin0,,"ada orang yang tidak terlalu berdampak bila sempat terkena, namun berpotensi menularkan  Maka vaksinasi ini adalah kewajiban bagi setiap warga negara, dengan catatan bagi yang memenuhi ketentuan dan persyaratan untuk divaksin.   Terima Vaksin Taati Prokes #PecatASNTerpaparRadikal https://t.co/uFGagoRNfq",1/29/2021 23:12,Twitter for Android,0,15,in,,retweet,,0,0,NengAyuu3,1.35E+18,1.36E+18,1.23E+18,https://pbs.twimg.com/profile_images/1346909069500502016/mdU8WM3O_normal.jpg,2428,5003,4396,3/2/2020 2:11,,Denmark,,1
"negatif,positif","kembali,menerima,merdeka",153,152,30341,1.35E+18,https://twitter.com/pnugroho28/statuses/1354211947894333441,https://twitter.com/pnugroho28/statuses/1354211947894333441,pnugroho28,,"Besok, Presiden @jokowi Akan Menerima Vaksin Covid-19 Dosis Kedua  Presiden Joko Widodo dijadwalkan menerima suntikan vaksin Covid-19 untuk dosis kedua pada Rabu pagi, 27 Januari 2021. Rencananya, vaksinasi akan kembali dilakukan di Istana Merdeka, Jakarta. https://t.co/bYupy0gm0h",1/26/2021 18:37,Twitter for Android,0,2,in,,retweet,,0,0,mang_ib,3672722779,1.35E+18,4721766133,https://pbs.twimg.com/profile_images/1348571642687934466/ZEzZFo5B_normal.jpg,6134,1542,1934,1/6/2016 23:21,ITR01-23 #JalinPersatuan #IndonesiaTanpaRasis,"Bandung, Jawa Barat",,1
,,154,153,66189,1.36E+18,https://twitter.com/Beritasatu/statuses/1354997653495402497,https://twitter.com/Beritasatu/statuses/1354997653495402497,Beritasatu,"Jumat Pagi, Gubernur Bengkulu Jalani Vaksinasi Covid-19 Kedua di RSUD Yunus https://t.co/wrbxbb75vv https://t.co/m74xC2guEk","Jumat Pagi, Gubernur Bengkulu Jalani Vaksinasi Covid-19 Kedua di RSUD Yunus https://t.co/wrbxbb75vv https://t.co/m74xC2guEk",1/28/2021 22:39,beritasatu,0,0,in,,original,,0,0,,0,0,154102750,https://pbs.twimg.com/profile_images/1101078918545600512/RkJnUwdY_normal.png,857099,209,734438,6/10/2010 7:12,BeritaSatu Media Holdings: https://t.co/oEA5BcF5oJ dan BeritaSatu TV.,Jakarta,1,1
positif,"kesehatan,petunjuk,sesuai",155,154,37185,1.35E+18,https://twitter.com/bwinsandi3/statuses/1354294143158128645,https://twitter.com/bwinsandi3/statuses/1354294143158128645,bwinsandi3,,Pemberian jeda 14 hari ini sesuai dengan petunjuk teknis pelaksanaan vaksinasi dari Kementerian Kesehatan. #JokowiVaksinKe2 https://t.co/dIxzSbcJT7,1/27/2021 0:04,Twitter for Android,0,7,in,,retweet,,0,0,AriestaRiico_,1896505952,1.35E+18,1.27E+18,https://pbs.twimg.com/profile_images/1349370143256711170/CgR9uUkQ_normal.jpg,49778,3527,1681,5/29/2020 6:21,Bermimpilah Dalam Hidup Jangan Hidup Dalam mimpi #LaskarBerbagiKasih,"Sukabumi, Indonesia",,1
"negatif,positif","mengubah,pemulihan",156,155,87677,1.36E+18,https://twitter.com/Lima8Satu/statuses/1355677322452496384,https://twitter.com/Lima8Satu/statuses/1355677322452496384,Lima8Satu,PEMERINTAH TELAH MELAKUKAN BEBERAPA LANGKAH DALAM MENANGANI PANDEMI COVID-19 DAN PEMULIHAN EKONOMI INDONESIA karena Covid-19 merupakan pandemi global yang mengubah secaraa fundamental seluruh kehidupan manusia di dunia.  Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/6PzQJtxeEw,PEMERINTAH TELAH MELAKUKAN BEBERAPA LANGKAH DALAM MENANGANI PANDEMI COVID-19 DAN PEMULIHAN EKONOMI INDONESIA karena Covid-19 merupakan pandemi global yang mengubah secaraa fundamental seluruh kehidupan manusia di dunia.  Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/6PzQJtxeEw,1/30/2021 19:40,Twitter for Android,2,1,in,,original,,0,0,,0,0,1.24E+18,https://pbs.twimg.com/profile_images/1346928826236899330/htYmBf9H_normal.jpg,30802,11349,17545,3/9/2020 9:50,#MM03 #SM01 #MutualMilenial #SrikandiMandiri Menunggu Kehidupan ke2     2020 maret 9 21:21,"Jawa Barat, Indonesia",,1
positif,"dukung,kesehatan,sabar,taat,tetap",157,156,20194,1.35E+18,https://twitter.com/denni_sauya/statuses/1353881039920361477,https://twitter.com/denni_sauya/statuses/1353881039920361477,denni_sauya,,"Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI  Himbauan dari Menag Yaqut Cholil Qoumas tuk semua umat beragama, bukan hanya Muslim, ayo dukung n ikut vaksinasi. Sabar yaa menunggu giliran, tetap taat Protokol Kesehatan. https://t.co/9iAL51jd3h",1/25/2021 20:42,Twitter Web App,0,21,in,,retweet,,0,0,Widyarenee,91103761,1.35E+18,1.25E+18,https://pbs.twimg.com/profile_images/1336869833816690688/znc3N0FC_normal.jpg,67263,9521,10609,4/12/2020 11:03,#JalinPersatuan,di awan biruuu,,1
"negatif,positif","bisa,seperti",158,157,37923,1.35E+18,https://twitter.com/JapaneseStation/statuses/1354300604051415041,https://twitter.com/JapaneseStation/statuses/1354300604051415041,JapaneseStation,Sulitnya pendistribusian vaksin Covid-19 bisa dikarenakan beberapa jenis vaksin harus disimpan dalam suhu tertentu. Namun kini Panasonic menemukan solusinya! Seperti apa ya penemuannya? ??  https://t.co/sOZdWl84ng,Sulitnya pendistribusian vaksin Covid-19 bisa dikarenakan beberapa jenis vaksin harus disimpan dalam suhu tertentu. Namun kini Panasonic menemukan solusinya! Seperti apa ya penemuannya? ??  https://t.co/sOZdWl84ng,1/27/2021 0:30,TweetDeck,2,1,in,,original,,0,0,,0,0,69876693,https://pbs.twimg.com/profile_images/1296030304805650432/eGOWJHG2_normal.jpg,65575,404,73315,8/29/2009 10:20,"????????????? - The Biggest Japanese Content and News Portal in Indonesia for Music, Entertainment, Culture, Lifestyle & Culinary. CP: info@japanesestation.com",Indonesia,,1
positif,"bahagia,menerima,selamat",159,158,36099,1.35E+18,https://twitter.com/ElenaBexxa1/statuses/1354282782118141952,https://twitter.com/ElenaBexxa1/statuses/1354282782118141952,ElenaBexxa1,,Selamat pagi kawanku! Di pagi hari ini diawali dengan kabar bahagia kalo presiden @jokowi sudah menerima dosis vaksin Covid-19 untuk yg kedua kalinya gengs   #JokowiVaksinKe2  https://t.co/uz5OVxe10B,1/26/2021 23:19,Twitter Web App,0,39,in,,retweet,,0,0,MaradhonaSaya,1.33E+18,1.35E+18,1.35E+18,https://pbs.twimg.com/profile_images/1349544418202697729/CMnGbtNx_normal.jpg,35,26,11,1/13/2021 21:30,Make me happy,Semarang,,1
,,160,159,71661,1.36E+18,https://twitter.com/rmoljateng/statuses/1355152078608461824,https://twitter.com/rmoljateng/statuses/1355152078608461824,rmoljateng,Ganjar Pranowo Suntik Vaksin Covid 19 Tahap Dua  Selengkapnya: https://t.co/DxnPcRn1Lj  #video #news #rmoljateng #jateng #infojateng #jawatengah #klikRMOL #vaksin #vaksinasi #ganjar #ganjarpranowo @ganjarpranowo https://t.co/V2zPCmPYEw,Ganjar Pranowo Suntik Vaksin Covid 19 Tahap Dua  Selengkapnya: https://t.co/DxnPcRn1Lj  #video #news #rmoljateng #jateng #infojateng #jawatengah #klikRMOL #vaksin #vaksinasi #ganjar #ganjarpranowo @ganjarpranowo https://t.co/V2zPCmPYEw,1/29/2021 8:53,Twitter Web App,0,0,in,,original,,0,0,,0,0,9.51E+17,https://pbs.twimg.com/profile_images/1130872403804823558/tGow-fiw_normal.png,22629,124,268,1/9/2018 2:18,Akun resmi Republik Merdeka RMOLID Biro Jawa Tengah (https://t.co/TjMIy08xzZ). Partner Of https://t.co/pkOjAwBh7Y,"Semarang, Jawa Tengah",,1
positif,dicapai,161,160,29161,1.35E+18,https://twitter.com/JeffBond777/statuses/1354096474288611328,https://twitter.com/JeffBond777/statuses/1354096474288611328,JeffBond777,,Dlm upaya percepatan vaksinasi covid 19 @ganjarpranowo Sidak Puskesmas Brongsang dan Kali Wungu.  Dgn target minimal yg dicapai setiap Puskesmas ditetapkan sbg langkah percepatan vaksinasi di Jateng  @DiniHrdianti @JeffBond777  @Gus_Raharjo @blackspyyder  https://t.co/SW49Dwr9GA,1/26/2021 10:58,Twitter for Android,0,5,in,,retweet,,0,0,otnayram_,7.33E+17,1.35E+18,358494059,https://pbs.twimg.com/profile_images/1334032330894176256/joPRrYnQ_normal.jpg,2752,1533,1413,8/19/2011 21:01,Netizen NKRI ???? Anti Khilafah ???? Anti Intoleran ????,"DKI Jakarta, Indonesia",,1
positif,"dukung,mendukung",162,161,17746,1.35E+18,https://twitter.com/orangdesadamai/statuses/1353857570172248067,https://twitter.com/orangdesadamai/statuses/1353857570172248067,orangdesadamai,,4. SDM dan infrastruktur utk mendukung program vaksinasi pun telah disiapkan.   Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI,1/25/2021 19:09,Twitter Web App,0,2,in,,retweet,,0,0,RETHA_Monicaa,1.23E+18,1.35E+18,1.22E+18,https://pbs.twimg.com/profile_images/1337287877177135105/npR9Sx3W_normal.jpg,53330,11411,14013,1/11/2020 5:28,Backup akun @silentreadeer   Salus Populi Suprema Lex Esto,Gading Serpong Tangerang ,,1
positif,"fasilitas,kesehatan",163,162,82737,1.36E+18,https://twitter.com/firmansanyoto/statuses/1355448292348334088,https://twitter.com/firmansanyoto/statuses/1355448292348334088,firmansanyoto,"Pelaksanaan Vaksinasi Covid 19 Bagi Tenaga Kesehatan di Layanan Puskesmas Gentengkulon @kecgenteng ""Vaksinasi Covid 19 di Fasilitas Pelayanan Kesehatan Dilaksanakan Dengam Protokoler Kesehatan Yang Ketat"" @banyuwangi_kab https://t.co/3DC69BXH9j","Pelaksanaan Vaksinasi Covid 19 Bagi Tenaga Kesehatan di Layanan Puskesmas Gentengkulon @kecgenteng ""Vaksinasi Covid 19 di Fasilitas Pelayanan Kesehatan Dilaksanakan Dengam Protokoler Kesehatan Yang Ketat"" @banyuwangi_kab https://t.co/3DC69BXH9j",1/30/2021 4:30,Twitter for Android,0,0,in,,original,,0,0,,0,0,7.73E+17,https://pbs.twimg.com/profile_images/793006192335269888/S5LgM4hr_normal.jpg,20811,62,1365,9/7/2016 4:06,,"Banyuwangi, Indonesia",,1
"negatif,positif","kuat,menerima,menjamin,sesuai,siap,takut,virus",164,163,4583,1.35E+18,https://twitter.com/jitoe02/statuses/1353498238561619968,https://twitter.com/jitoe02/statuses/1353498238561619968,jitoe02,,"Jgn takut, vaksin tidak mencelakakanmu, bahkan melindungimu dari resiko tertular virus COVID-19.   Pemerintah menjamin seluruh rakyat Indonesia akan menerima vaksinasi sesuai gilirannya...   Saya ?? siap divaksin ????  Vaksin Lancar Rakyat Kuat #SitaTanahMarkasIlegalFPI https://t.co/VxAbfJpYPD",1/24/2021 19:21,Twitter for Android,0,11,in,,retweet,,0,0,RETHA_Monicaa,1.23E+18,1.35E+18,1.22E+18,https://pbs.twimg.com/profile_images/1298490224725524481/NOGrwXhQ_normal.jpg,35332,12810,34646,1/14/2020 1:45,________________________________________________,Indonesia ????,,1
"negatif,positif","dukung,membuka",165,164,19506,1.35E+18,https://twitter.com/RETHA_Monicaa/statuses/1353876513628725248,https://twitter.com/RETHA_Monicaa/statuses/1353876513628725248,RETHA_Monicaa,,"Pak Jokowi membuka opsi vaksinasi Covid-19 mandiri. Opsi tersebut muncul atas usulan para pengusaha di Tanah Air. Dengan mekanisme itu, biaya vaksinasi akan ditanggung oleh perusahaan.  Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI https://t.co/KyHBPvV6jO",1/25/2021 20:24,Twitter for Android,0,4,in,,retweet,,0,0,seruanhl,1.17E+18,1.35E+18,1.23E+18,https://pbs.twimg.com/profile_images/1341767052210499589/NfeyU7e3_normal.jpg,30781,8582,8936,2/29/2020 5:46,"Hati itu MAHAL, kenapa ia mahal dan berharga???  Karena disitulah ALLAH melihat kita, bukan pada rupa....","Tangerang, Banten",,1
negatif,strain,166,165,14914,1.35E+18,https://twitter.com/aktualofficial/statuses/1353673580366737408,https://twitter.com/aktualofficial/statuses/1353673580366737408,aktualofficial,Kasad dan Ketum Persit KCK Menggelar SWAB serta Vaksinasi Flu 4 Strain ke Keluarga TNI AD  https://t.co/bDcbTdLKRb #aktual #newsupdate #beritaviral,Kasad dan Ketum Persit KCK Menggelar SWAB serta Vaksinasi Flu 4 Strain ke Keluarga TNI AD  https://t.co/bDcbTdLKRb #aktual #newsupdate #beritaviral,1/25/2021 6:58,IFTTT,0,0,in,,original,,0,0,,0,0,1.14E+18,https://pbs.twimg.com/profile_images/1170437518874955776/JGxMf9UU_normal.jpg,10867,40,336,6/21/2019 14:30,"Aktual adalah media pemberitaan yang dikelola oleh PT Caprof Media Negeri (CMN) yang memiliki kecepatan, ketepatan pemberitaan, selalu memberitakan kebenaran",Indonesia,,1
positif,manjur,167,166,26244,1.35E+18,https://twitter.com/RadityaHendraw/statuses/1354017384391004160,https://twitter.com/RadityaHendraw/statuses/1354017384391004160,RadityaHendraw,RT @sociotalker: Bagaimana Jika Vaksin COVID-19 Tak Manjur &amp; Prokes Terus Dilanggar? - https://t.co/Yi6v1s60VF https://t.co/sAXVSoK8PJ,Bagaimana Jika Vaksin COVID-19 Tak Manjur &amp; Prokes Terus Dilanggar? - https://t.co/Yi6v1s60VF https://t.co/sAXVSoK8PJ,1/26/2021 5:44,Twitter for Android,0,8,in,,retweet,,0,0,sociotalker,115438018,1.35E+18,368143124,https://pbs.twimg.com/profile_images/947777585861206018/evEq0L8h_normal.jpg,22583,597,380,9/5/2011 0:43,"Human being, software engineer and a kopite","Jakarta Capital Region, Indonesia",,-1
"negatif,positif","hati,lupa,sakit",168,167,75735,1.36E+18,https://twitter.com/GregoriusTse/statuses/1355345468918652929,https://twitter.com/GregoriusTse/statuses/1355345468918652929,GregoriusTse,"Wahai para pemangku jabatan dan para pemilik uang banyak serta mereka yang menggaungkan Vaksinasi Mandiri atas C19, apa pernah belajar dan ingat akan Sila ke 5 Pancasila ? Kalau lupa bahkan tidak tahu, artinya organ tubuh kalian ada yang sakit, perlu di cek... ""HATI"" kalian","Wahai para pemangku jabatan dan para pemilik uang banyak serta mereka yang menggaungkan Vaksinasi Mandiri atas C19, apa pernah belajar dan ingat akan Sila ke 5 Pancasila ? Kalau lupa bahkan tidak tahu, artinya organ tubuh kalian ada yang sakit, perlu di cek... ""HATI"" kalian",1/29/2021 21:41,Twitter for Android,1,2,in,,original,,0,0,,0,0,87963802,https://pbs.twimg.com/profile_images/1353614816754077696/whP3yAZI_normal.jpg,20992,1210,1813,11/6/2009 10:31,,"Caringin, Indonesia",,1
negatif,mungkin,169,168,47189,1.35E+18,https://twitter.com/iantrucker/statuses/1354438613283430402,https://twitter.com/iantrucker/statuses/1354438613283430402,iantrucker,"RT @uswahabibah: Kalau vaksinasi berdasarkan alfabet, mungkin gw baru akan disuntik 27 th lagi ??????","Kalau vaksinasi berdasarkan alfabet, mungkin gw baru akan disuntik 27 th lagi ??????",1/27/2021 9:38,Twitter for Android,0,2,in,,retweet,,0,0,uswahabibah,108227302,1.35E+18,153029868,https://pbs.twimg.com/profile_images/1227713226055372801/X2R7P00I_normal.jpg,32547,556,383,6/7/2010 10:12,"Bus and Truck spotters, Truckingsimulator gaming  spirit of indie!!!","Jakarta, Indonesia",,1
,,170,169,59487,1.35E+18,https://twitter.com/jabarsaberhoaks/statuses/1354748836489490436,https://twitter.com/jabarsaberhoaks/statuses/1354748836489490436,jabarsaberhoaks,"Bagaimana tanggapan mereka yang sudah divaksin?  Sampurasun wargi Jabar ?? Sudah tahu kan, kalau saat ini vaksinasi sudah masuk tahap kedua? https://t.co/H9Z5Zd8OE5","Bagaimana tanggapan mereka yang sudah divaksin?  Sampurasun wargi Jabar ?? Sudah tahu kan, kalau saat ini vaksinasi sudah masuk tahap kedua? https://t.co/H9Z5Zd8OE5",1/28/2021 6:11,Twitter Web App,0,0,in,,original,,0,0,,0,0,1.07E+18,https://pbs.twimg.com/profile_images/1245292841649049600/XsNuOEun_normal.jpg,6512,153,3455,11/20/2018 20:41,AKURAT DAN DINAMIS. Saluran resmi kami ???? WA/LINE: 082118670700 IG: jabarsaberhoaks FB: official.jabarsaberhoaks Website: https://t.co/CGAnsiH1UN,"Bandung, Jawa Barat",,1
positif,"bekerja,mewujudkan",171,170,55241,1.35E+18,https://twitter.com/singpams/statuses/1354666512225759232,https://twitter.com/singpams/statuses/1354666512225759232,singpams,,"#SobatKom, Kementerian Kominfo bekerja sama nih dengan berbagai platform lintas kementerian dan lembaga demi mewujudkan satu data vaksinasi covid-19. https://t.co/dkUMJrvcFW",1/28/2021 0:43,Twitter Web App,0,32,in,,retweet,,0,0,kemkominfo,177848697,1.35E+18,109543035,https://pbs.twimg.com/profile_images/761229225797963778/PIidCMm1_normal.jpg,28224,619,337,1/29/2010 7:08,seorang bapak,Jogja - Jakarta - Bekasi,,1
"negatif,positif","menekan,positif",172,171,87727,1.36E+18,https://twitter.com/wildoenie/statuses/1355676668480774146,https://twitter.com/wildoenie/statuses/1355676668480774146,wildoenie,,Padahal dalam praktiknya vaksin diciptakan untuk menekan lonjakan kasus positif Covid-19.  Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/OS8UZwsb7P,1/30/2021 19:37,Twitter for Android,0,9,in,,retweet,,0,0,OrangBia5a_,1.26E+18,1.36E+18,1.33E+18,https://pbs.twimg.com/profile_images/1336996977356107776/X4uwwXIE_normal.jpg,75,86,76,11/26/2020 23:36,"Aku takut kehilanganmu,,,",Indonesia,,1
positif,"dikelola,mempertinggi,terima",173,172,47585,1.35E+18,https://twitter.com/iaridlo/statuses/1354440489794105348,https://twitter.com/iaridlo/statuses/1354440489794105348,iaridlo,"Menurut saya, kampanye vaksinasi harus dikelola dengan fokus pada tujuan kampanye itu sendiri. Apa itu? Yaitu mempertinggi daya terima (acceptance) masyarakat.","Menurut saya, kampanye vaksinasi harus dikelola dengan fokus pada tujuan kampanye itu sendiri. Apa itu? Yaitu mempertinggi daya terima (acceptance) masyarakat.",1/27/2021 9:45,Twitter for iPhone,0,0,in,,reply,iaridlo,42561847,1.35E+18,,0,0,42561847,https://pbs.twimg.com/profile_images/1354432841770176517/oPu4-zPK_normal.jpg,24965,2679,2649,5/26/2009 0:11,,"Surabaya, Indonesia",,1
"negatif,positif","aman,bisa,cepat,terutama",174,173,81250,1.36E+18,https://twitter.com/mudha_satriya/statuses/1355422169937838081,https://twitter.com/mudha_satriya/statuses/1355422169937838081,mudha_satriya,,16) Pada pelaksanaan nantinya Mendagri berharap vaksinasi bisa dilakukan cepat &amp; aman terutama kesiapan infrastruktur vaksinasi. #VaksinBelaNegara @VitoSlankers @ChoirulYaman @koecing_hutan @eizanfolks_ @MrsJihanJr https://t.co/HYj4F6xYZo,1/30/2021 2:46,Twitter for Android,0,3,in,,retweet,,0,0,Sudastika,341158195,1.36E+18,498272759,https://pbs.twimg.com/profile_images/1128797792657219587/MsPXoYZ2_normal.jpg,423865,1992,2054,2/20/2012 16:31,"??????? ??? ????????? ?? ????? ????? "" Satyam Eva Jayate "" Pada Akhirnya Kebenaranlah Yg Akan MENANG !!!",,,1
positif,"kuat,pemulihan",175,174,4300,1.35E+18,https://twitter.com/miss_oh97/statuses/1353493674336821248,https://twitter.com/miss_oh97/statuses/1353493674336821248,miss_oh97,Vaksin Lancar Rakyat Kuat #SitaTanahMarkasIlegalFPI ??  Bersama vaksinasi Indonesia menuju pemulihan ekonomi n kehidupan ?? https://t.co/24f7Hct9fk,Vaksin Lancar Rakyat Kuat #SitaTanahMarkasIlegalFPI ??  Bersama vaksinasi Indonesia menuju pemulihan ekonomi n kehidupan ?? https://t.co/24f7Hct9fk,1/24/2021 19:03,Twitter for Android,0,0,in,,original,,0,0,,0,0,1.35E+18,https://pbs.twimg.com/profile_images/1345365495080316929/FqjRZ1_m_normal.jpg,41,11,3,1/2/2021 8:44,Bhineka Tunggal Ika ???? #PenikmatDramaKorea,Planet Earth ??,,1
"negatif,positif","diberikan,dukung,salah",176,175,87235,1.36E+18,https://twitter.com/jitoe02/statuses/1355673326274764800,https://twitter.com/jitoe02/statuses/1355673326274764800,jitoe02,"Ayo dukung program vaksinasi, Vaksinasi merupakan salah satu upaya pengendalian penularan covid-19 . . Vaksin yang akan diberikan sudah dipastikan keamanan dan efektivitasnya oleh BPOM serta kehalalannya oleh MUI. . . Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/J86jOT3CEJ","Ayo dukung program vaksinasi, Vaksinasi merupakan salah satu upaya pengendalian penularan covid-19 . . Vaksin yang akan diberikan sudah dipastikan keamanan dan efektivitasnya oleh BPOM serta kehalalannya oleh MUI. . . Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/J86jOT3CEJ",1/30/2021 19:24,Twitter for Android,2,0,in,,original,,0,0,,0,0,1.22E+18,https://pbs.twimg.com/profile_images/1298490224725524481/NOGrwXhQ_normal.jpg,36567,12899,33942,1/14/2020 1:45,________________________________________________,Indonesia ????,,1
negatif,kematian,177,176,17367,1.35E+18,https://twitter.com/antaralampung/statuses/1353817272842743808,https://twitter.com/antaralampung/statuses/1353817272842743808,antaralampung,Polisi sebut kematian dokter bukan akibat vaksin COVID-19  https://t.co/IcrPtDYWjN,Polisi sebut kematian dokter bukan akibat vaksin COVID-19  https://t.co/IcrPtDYWjN,1/25/2021 16:29,Twitter Web App,0,0,in,,original,,0,0,,0,0,346046138,https://pbs.twimg.com/profile_images/3561321281/a3971ae99c2b28fa0d49a8ed39eab655_normal.jpeg,32096,1,4280,7/31/2011 12:46,"Lembaga Kantor Berita Nasional (LKBN) Antara Biro Lampung.  Akses berita online- Cepat,Akurat,Penting   Call us 0721 482001 I email: antaralampung@gmail.com","Lampung, Indonesia",,1
,,178,177,9827,1.35E+18,https://twitter.com/Pipelpawer165/statuses/1353584732215238657,https://twitter.com/Pipelpawer165/statuses/1353584732215238657,Pipelpawer165,,1)AWALNYA BEGINI:  Doni Monardo Belum Dapat Suntikan Vaksin Covid-19!!!  ??????  #StopPPKM #BackToSchool #KetikaPandemiMakinSontoloyo #SaatCovidNgibulHabis2an #VaksinCovidBerbahaya  https://t.co/sz1hFdYJud,1/25/2021 1:05,Twitter for Android,0,2,in,,retweet,,0,0,BangPitung_AJW,7.61E+17,1.35E+18,82691255,https://pbs.twimg.com/profile_images/999700711217623040/S2bim74g_normal.jpg,78323,1858,937,10/15/2009 15:22,a finding truth,Wakanda,,-1
"negatif,positif","dukung,kita,takut,tetap,wajib",179,178,20102,1.35E+18,https://twitter.com/AriestaRiico_/statuses/1353882428905930754,https://twitter.com/AriestaRiico_/statuses/1353882428905930754,AriestaRiico_,,"Kita jangan takut di vaksin yaa... Vaksin Covid-19 dinyatakan Halal, 3M tetap wajib ya.  Mari tetap disiplin laksanakan 3M   Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI https://t.co/6g3QLnIV6l",1/25/2021 20:48,Twitter for Android,0,17,in,,retweet,,0,0,Virgin_97,1.31E+18,1.35E+18,1896505952,https://pbs.twimg.com/profile_images/1353182557626503168/o4m4ooGW_normal.jpg,176986,10541,17959,9/23/2013 3:29,"People cannot change the truth, but truth can change people | #LaskarBerbagiKasih #JalinPersatuan",Bhinneka Tunggal Ika ,,1
positif,seperti,180,179,80497,1.36E+18,https://twitter.com/kopipolitik1/statuses/1355413825114148868,https://twitter.com/kopipolitik1/statuses/1355413825114148868,kopipolitik1,,"terkait penargetan masyarakat yang diprioritaskan mendapat program vaksinasi,  Mendagri meminta untuk diatur sedemikian rupa termasuk data, by name by address, seperti yang sudah diaplikasikan pada Pilkada 2020 lalu.  #VaksinBelaNegara https://t.co/jO4Ej9VMBI",1/30/2021 2:13,Twitter for Android,0,2,in,,retweet,,0,0,heykamusini,2499959947,1.36E+18,1.09E+18,https://pbs.twimg.com/profile_images/1295196840078397440/xhrIeYRA_normal.jpg,8370,84,8045,1/18/2019 2:29,Politik Tanpa Baper,"Yogyakarta, Indonesia",,1
positif,"kesehatan,menerima,pendukung",181,180,9488,1.35E+18,https://twitter.com/monologis_id/statuses/1353573538209251329,https://twitter.com/monologis_id/statuses/1353573538209251329,monologis_id,"Bupati Tulangbawang Barat, Lampung Umar Ahmad menerima langsung pendistribusian vaksin COVID-19 dan logistik pendukung dari Dinas Kesehatan Provinsi Lampung.  https://t.co/CXcn4mjB1B","Bupati Tulangbawang Barat, Lampung Umar Ahmad menerima langsung pendistribusian vaksin COVID-19 dan logistik pendukung dari Dinas Kesehatan Provinsi Lampung.  https://t.co/CXcn4mjB1B",1/25/2021 0:20,Twitter Web App,0,1,in,,original,,0,0,,0,0,1058474317,https://pbs.twimg.com/profile_images/1239644146920337411/XlvAxF_P_normal.jpg,33036,399,1382,1/3/2013 13:30,referensi cerdas,BANDAR LAMPUNG,,1
