category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.570001,106.750011,789,ID,Bogor,2002,92.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.570001,106.750011,789,ID,Bogor,2007,93.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.570001,106.750011,789,ID,Bogor,1997,90
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.570001,106.750011,789,ID,Bogor,1991,96.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-0.907039,119.833037,789,ID,Palu,1994,46.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-0.907039,119.833037,789,ID,Palu,2002,81.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-0.907039,119.833037,789,ID,Palu,1997,47.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-0.907039,119.833037,789,ID,Palu,1991,61
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.532986,140.69998,789,ID,Jayapura,2000,90.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1993,85.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.532986,140.69998,789,ID,Jayapura,2003,93.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1990,82.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1998,89.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.980039,104.75003,789,ID,Palembang,1994,86.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.980039,104.75003,789,ID,Palembang,2002,98.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.980039,104.75003,789,ID,Palembang,1997,89.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-2.980039,104.75003,789,ID,Palembang,1991,81.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,3.579974,98.65004,789,ID,Medan,1994,74.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,3.579974,98.65004,789,ID,Medan,2002,92.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,3.579974,98.65004,789,ID,Medan,2007,87.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,3.579974,98.65004,789,ID,Medan,1997,90.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,3.579974,98.65004,789,ID,Medan,1991,93.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1990,94.9
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1991,93.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1993,95.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1994,69.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1997,70.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1998,97.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2000,97.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2002,98.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2003,96.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2007,96.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-7.789616,112.000026,789,ID,Kediri,1994,60.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-7.789616,112.000026,789,ID,Kediri,2002,74.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-7.789616,112.000026,789,ID,Kediri,1997,72.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-7.789616,112.000026,789,ID,Kediri,1991,56.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,1990,97.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,1991,87.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,1993,97.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,1994,93.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,1997,95.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,1998,93.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,2000,90.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,2002,87
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,-1.589995,103.610048,789,ID,Jambi,2003,85.3
Population,base_year_population_estimate,Urban agglomeration base year population estimate,n,-6.174418,106.829438,789,ID,Jakarta,2013,24750000
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,-5,120,789,ID,Indonesia,2002,42.9
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,-5,120,789,ID,Indonesia,1994,44.2
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,-5,120,789,ID,Indonesia,1991,40.8
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,-5,120,789,ID,Indonesia,1997,47.2
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,-5,120,789,ID,Indonesia,2007,43.4
Slum dwellers,protected_well,Access to protected well,p,-5,120,789,ID,Indonesia,2002,42.8
Slum dwellers,protected_well,Access to protected well,p,-5,120,789,ID,Indonesia,1997,25.7
Slum dwellers,protected_well,Access to protected well,p,-5,120,789,ID,Indonesia,1994,32.8
Slum dwellers,protected_well,Access to protected well,p,-5,120,789,ID,Indonesia,2007,37.3
Resilience,loss_lives_by_droughts,Annual average loss of lives in draughts,n,-5,120,789,ID,Indonesia,1980,60.29
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1985,5
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1955,2
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,2020,9
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1990,5
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1960,2
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,2025,10
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1995,6
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1965,3
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,2000,7
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1970,3
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,2005,7
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1975,4
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,2010,11
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1980,4
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,1950,2
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,-5,120,789,ID,Indonesia,2015,8
Slum dwellers,piped_water,Access to piped water,p,-5,120,789,ID,Indonesia,2002,25.1
Slum dwellers,piped_water,Access to piped water,p,-5,120,789,ID,Indonesia,1994,26.9
Slum dwellers,piped_water,Access to piped water,p,-5,120,789,ID,Indonesia,2007,23
Slum dwellers,piped_water,Access to piped water,p,-5,120,789,ID,Indonesia,1997,33.5
Slum dwellers,piped_water,Access to piped water,p,-5,120,789,ID,Indonesia,1991,24.6
Slum dwellers,literacy_rate_rural,Literacy rate by shelter deprivation – Rural,p,-5,120,789,ID,Indonesia,1994,72.5
Slum dwellers,literacy_rate_rural,Literacy rate by shelter deprivation – Rural,p,-5,120,789,ID,Indonesia,2002,82.1
Slum dwellers,literacy_rate_rural,Literacy rate by shelter deprivation – Rural,p,-5,120,789,ID,Indonesia,1997,77.9
Slum dwellers,literacy_rate_women_1_shelter_deprivation,Literacy rate by shelter deprivation (Women) – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,2002,87.3
Slum dwellers,literacy_rate_women_1_shelter_deprivation,Literacy rate by shelter deprivation (Women) – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,1994,91.9
Slum dwellers,literacy_rate_women_1_shelter_deprivation,Literacy rate by shelter deprivation (Women) – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,1997,93.6
Resilience,loss_of_lives_in_floods_per_million_population,Number of loss of lives in floods per million population,n,-5,120,789,ID,Indonesia,1980,0.67
Streets,road_density_national_roads,Road density (km/100km²),n,-5,120,789,ID,Indonesia,2009,25
Education,net_enrolment_rate_non_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Non slum,p,-5,120,789,ID,Indonesia,1994,77.1
Education,net_enrolment_rate_non_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Non slum,p,-5,120,789,ID,Indonesia,1997,76.2
Education,net_enrolment_rate_non_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Non slum,p,-5,120,789,ID,Indonesia,2002,76.3
Education,net_enrolment_rate_non_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Non slum,p,-5,120,789,ID,Indonesia,1991,80.9
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,-5,120,789,ID,Indonesia,1990,27559
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,-5,120,789,ID,Indonesia,1995,29017
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,-5,120,789,ID,Indonesia,2000,29691
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,-5,120,789,ID,Indonesia,2005,24777
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,-5,120,789,ID,Indonesia,2007,22456
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,-5,120,789,ID,Indonesia,2009,23255
Health,children_with_diarrhea_non_slum,Proportion of children with diarrhea in last two weeks – Non-slum,p,-5,120,789,ID,Indonesia,1992,9.3
Health,children_with_diarrhea_non_slum,Proportion of children with diarrhea in last two weeks – Non-slum,p,-5,120,789,ID,Indonesia,2004,10
Health,children_with_diarrhea_1_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,1992,11.8
Health,children_with_diarrhea_1_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,2004,12.9
Resilience,loss_of_lives_in_floods,Average annual loss of lives in floods,n,-5,120,789,ID,Indonesia,1980,120.29
Population,has_telephone,Access to telephone,p,-5,120,789,ID,Indonesia,2002,25.1
Population,has_telephone,Access to telephone,p,-5,120,789,ID,Indonesia,2007,61.3
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,-5,120,789,ID,Indonesia,1994,63.6
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,-5,120,789,ID,Indonesia,2002,82.8
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,-5,120,789,ID,Indonesia,1991,76.1
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,-5,120,789,ID,Indonesia,1997,70.5
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,-5,120,789,ID,Indonesia,2007,86.3
Slum dwellers,literacy_rate_women_slum,Literacy rate by shelter deprivation (Women) – Slum,p,-5,120,789,ID,Indonesia,2002,86.1
Slum dwellers,literacy_rate_women_slum,Literacy rate by shelter deprivation (Women) – Slum,p,-5,120,789,ID,Indonesia,1994,89.8
Slum dwellers,literacy_rate_women_slum,Literacy rate by shelter deprivation (Women) – Slum,p,-5,120,789,ID,Indonesia,1997,92.8
Resilience,loss_of_lives_by_earthquake_per_million_population,Number of loss of lives by earthquake per million population,n,-5,120,789,ID,Indonesia,1980,1.04
Slum dwellers,pump_borehole,Access to pump/borehole,p,-5,120,789,ID,Indonesia,1994,20.2
Slum dwellers,pump_borehole,Access to pump/borehole,p,-5,120,789,ID,Indonesia,1997,23.1
Slum dwellers,pump_borehole,Access to pump/borehole,p,-5,120,789,ID,Indonesia,1991,16.8
Slum dwellers,literacy_rate_women_rural,Literacy rate by shelter deprivation (Women) – Rural,p,-5,120,789,ID,Indonesia,1994,72.5
Slum dwellers,literacy_rate_women_rural,Literacy rate by shelter deprivation (Women) – Rural,p,-5,120,789,ID,Indonesia,2002,82.1
Slum dwellers,literacy_rate_women_rural,Literacy rate by shelter deprivation (Women) – Rural,p,-5,120,789,ID,Indonesia,1997,77.9
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,-5,120,789,ID,Indonesia,1994,15.3
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,-5,120,789,ID,Indonesia,2002,29.6
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,-5,120,789,ID,Indonesia,1997,20.6
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,-5,120,789,ID,Indonesia,2007,45
Slum dwellers,literacy_rate_women_non_slum,Literacy rate by shelter deprivation – Non slum,p,-5,120,789,ID,Indonesia,2002,94.4
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2050,296885
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1950,79538
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1955,86446
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1960,95931
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1965,107190
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1970,120532
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1975,135383
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1980,151108
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1985,167351
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1990,182847
Population,population,Total population,1000,-5,120,789,ID,Indonesia,1995,197411
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2000,211693
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2005,226063
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2007,231627
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2010,239600
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2015,251567
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2020,261868
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2025,271227
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2030,279666
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2035,286767
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2040,292061
Population,population,Total population,1000,-5,120,789,ID,Indonesia,2045,295398
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,-5,120,789,ID,Indonesia,2002,45.6
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,-5,120,789,ID,Indonesia,1994,48.2
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,-5,120,789,ID,Indonesia,1991,38.7
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,-5,120,789,ID,Indonesia,1997,48.1
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,-5,120,789,ID,Indonesia,2007,52.5
Land area,urban_agglomeration_land_area,Urban agglomeration land area (km²),n,-6.174418,106.829438,789,ID,Jakarta,2013,2784
Slum dwellers,distribution_of_solid_cooking_fuel_non_slum,Percent distribution of solid cooking fuel – Non slum,p,-5,120,789,ID,Indonesia,2002,7.2
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,1985,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,1990,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,1995,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,2000,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,2005,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,2010,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,-5,120,789,ID,Indonesia,1980,1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1990,97.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1993,97.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1994,87.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1997,91.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1998,97.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,2000,96.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,2002,80.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,2003,94.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,19991,20
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-0.907039,119.833037,789,ID,Palu,2002,95.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-0.907039,119.833037,789,ID,Palu,19991,80.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.570001,106.750011,789,ID,Bogor,2002,93.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.570001,106.750011,789,ID,Bogor,19991,92.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.950029,107.570013,789,ID,Bandung,2002,87.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.950029,107.570013,789,ID,Bandung,19991,91.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.532986,140.69998,789,ID,Jayapura,2000,94.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1993,67.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.532986,140.69998,789,ID,Jayapura,2003,94.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1990,47.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1998,94.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.980039,104.75003,789,ID,Palembang,2002,82.8
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-2.980039,104.75003,789,ID,Palembang,19991,69.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,3.579974,98.65004,789,ID,Medan,2002,97.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,3.579974,98.65004,789,ID,Medan,19991,97
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1990,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1993,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1998,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2000,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2002,97.8
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2003,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-6.174418,106.829438,789,ID,Jakarta,19991,96.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-7.789616,112.000026,789,ID,Kediri,2002,93.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-7.789616,112.000026,789,ID,Kediri,19991,79.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,1990,97.8
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,1993,98.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,1994,95.8
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,1997,84.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,1998,99.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,2000,99.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,2002,82.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,2003,99.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,-1.589995,103.610048,789,ID,Jambi,19991,93.7
Slum dwellers,literacy_rate_3_shelter_deprivation,Literacy rate by shelter deprivation – 3 Shelter deprivation,p,-5,120,789,ID,Indonesia,1994,72.2
Slum dwellers,literacy_rate_3_shelter_deprivation,Literacy rate by shelter deprivation – 3 Shelter deprivation,p,-5,120,789,ID,Indonesia,2002,62.9
City prosperity,cpi_quality_of_live_index,Quality of life index,p,-6.174418,106.829438,789,ID,Jakarta,2012,0.733
Transport,owner_bicycle_total,Ownership of bicycle – total,p,-5,120,789,ID,Indonesia,2002,44.2
Transport,owner_bicycle_total,Ownership of bicycle – total,p,-5,120,789,ID,Indonesia,1994,45.4
Transport,owner_bicycle_total,Ownership of bicycle – total,p,-5,120,789,ID,Indonesia,1991,40.2
Transport,owner_bicycle_total,Ownership of bicycle – total,p,-5,120,789,ID,Indonesia,1997,47.5
Transport,owner_bicycle_total,Ownership of bicycle – total,p,-5,120,789,ID,Indonesia,2007,47.2
Slum dwellers,connection_to_electricity,Connection to electricity,p,-5,120,789,ID,Indonesia,1994,94.6
Slum dwellers,connection_to_electricity,Connection to electricity,p,-5,120,789,ID,Indonesia,2002,98.1
Slum dwellers,connection_to_electricity,Connection to electricity,p,-5,120,789,ID,Indonesia,1991,87.6
Slum dwellers,connection_to_electricity,Connection to electricity,p,-5,120,789,ID,Indonesia,1997,97.5
Slum dwellers,connection_to_electricity,Connection to electricity,p,-5,120,789,ID,Indonesia,2007,98.2
Slum dwellers,rainwater,Access to rainwater,p,-5,120,789,ID,Indonesia,2002,1.2
Slum dwellers,rainwater,Access to rainwater,p,-5,120,789,ID,Indonesia,1991,1.2
Slum dwellers,rainwater,Access to rainwater,p,-5,120,789,ID,Indonesia,1997,0.9
Slum dwellers,rainwater,Access to rainwater,p,-5,120,789,ID,Indonesia,1994,1.1
Slum dwellers,rainwater,Access to rainwater,p,-5,120,789,ID,Indonesia,2007,1.8
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1985,4
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1955,1
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,2020,11
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1990,5
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1960,1
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,2025,11
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1995,5
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1965,3
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,2000,6
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1970,3
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,2005,6
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1975,3
